Invoice Date,Invoice Day,Customer Name,Master Channel,Channel,Category,Brand,Market,Sub Brand,Product Description,Sales Volume,Sales Value,Discount,Tax,Net Amount,Sales Cases,Sales Pieces,Invoice Number
9/6/2026,Tuesday,Malik Pan Shop,GT,Mom & Pop,MINI MEALS,KNORR,CARB-BASED MINI MEALS,KNORR BLCK NOODLES CHATPATA,KNORR BLK NODLS CHAT AWR NG-25 72X45G,0.00108,937.28,-32.8,204.5,"1,108.98",0,24,PFES26045433
2/6/2026,Tuesday,Malik Pan Shop,GT,Mom & Pop,MINI MEALS,KNORR,CARB-BASED MINI MEALS,KNORR BLCK NOODLES CHATPATA,KNORR BLK NODLS CHAT AWR NG-25 18X180G,0.00054,433.49,-13,95.07,515.56,0,3,PFES26043560
2/6/2026,Tuesday,Malik Pan Shop,GT,Mom & Pop,MINI MEALS,KNORR,CARB-BASED MINI MEALS,KNORR BLCK NOODLES CHATPATA,KNORR BLK NODLS CHAT AWR NG-25 12X270G,0.00108,859.17,-25.78,188.43,"1,021.83",0,4,PFES26043560
2/6/2026,Tuesday,Malik Pan Shop,GT,Mom & Pop,MINI MEALS,KNORR,CARB-BASED MINI MEALS,KNORR BLCK NOODLES CHATPATA,KNORR CHATTPATTA NOODLES 72X31.5G,0.000756,656.1,-26.24,142.41,772.26,0,24,PFES26043560
9/6/2026,Tuesday,Malik Pan Shop,GT,Mom & Pop,MINI MEALS,KNORR,CARB-BASED MINI MEALS,KNORR BLCK NOODLES CHATPATA,KNORR CHATTPATTA NOODLES 72X31.5G,0.000756,656.1,-26.24,142.41,772.26,0,24,PFES26045433
2/6/2026,Tuesday,Malik Pan Shop,GT,Mom & Pop,MINI MEALS,KNORR,CARB-BASED MINI MEALS,KNORR BLCK NOODLES CHICKEN,KNORR NDLES FULLMEAL CHK PI25 40X110G,0.00011,77.33,-1.16,17.22,93.39,0,1,PFES26043560
2/6/2026,Tuesday,Malik Pan Shop,GT,Mom & Pop,MINI MEALS,KNORR,CARB-BASED MINI MEALS,KNORR BLCK NOODLES CHICKEN,KNORR BLK NODLS CHK AWR NG-25 18X180G,0.00018,144.5,-4.34,31.69,171.85,0,1,PFES26043560
2/6/2026,Tuesday,Malik Pan Shop,GT,Mom & Pop,MINI MEALS,KNORR,CARB-BASED MINI MEALS,KNORR BLCK NOODLES CHICKEN,KNORR BLK NODLS CHK AWR NG-25 12X270G,0.00027,214.79,-6.44,47.11,255.46,0,1,PFES26043560
2/6/2026,Tuesday,Malik Pan Shop,GT,Mom & Pop,MINI MEALS,KNORR,CARB-BASED MINI MEALS,KNORR BLCK NOODLES CHICKEN,KNORR CHICKEN NOODLES 72X31.5G,0.000032,27.34,-1.09,5.93,32.18,0,1,PFES26043560
9/6/2026,Tuesday,Malik Pan Shop,GT,Mom & Pop,MINI MEALS,KNORR,CARB-BASED MINI MEALS,KNORR BLCK NOODLES CHICKEN,KNORR CHICKEN NOODLES 72X31.5G,0.000032,27.34,-1.09,5.93,32.18,0,1,PFES26045433
2/6/2026,Tuesday,Malik Pan Shop,GT,Mom & Pop,MINI MEALS,KNORR,CARB-BASED MINI MEALS,KNORR BLCK NOODLES CHICKEN,KNORR BLK NODLS CHK AWR NG-25 72X45G,0.00054,468.64,-16.4,102.25,554.49,0,12,PFES26043560
9/6/2026,Tuesday,Malik Pan Shop,GT,Mom & Pop,MINI MEALS,KNORR,CARB-BASED MINI MEALS,KNORR BLCK NOODLES CHICKEN,KNORR BLK NODLS CHK AWR NG-25 72X45G,0.000045,39.05,-1.37,8.52,46.21,0,1,PFES26045433
9/6/2026,Tuesday,Marhaba K S,GT,Mom & Pop,HAIR CARE,CLEAR MEN,WASH & CARE,CLEAR MALE SHAMPOO DEEP CLEANSE,CLEAR SHMP DEEP CLEANSE SACHET 768X3.5ML,0.000115,123.74,-1.24,28.08,150.58,0,32,PFES26045390
2/6/2026,Tuesday,Marhaba K S,GT,Mom & Pop,HAIR CARE,DOVE,WASH & CARE,DOVE SHAMPOO HAIRFALL RESCUE,DOVE DYN HFR SACHET P1 192X12ML,0.000099,123.74,-1.24,28.08,150.58,0,8,PFES26043506
2/6/2026,Tuesday,Marhaba K S,GT,Mom & Pop,HAIR CARE,DOVE,WASH & CARE,DOVE SHAMPOO INTENSE REPAIR,DOVE DYN IR SACHET P1 192X12ML,0.000099,123.74,-1.24,28.08,150.58,0,8,PFES26043506
2/6/2026,Tuesday,Marhaba K S,GT,Mom & Pop,HAIR CARE,LIFEBUOY,WASH & CARE,LIFEBUOY SHAMPOO ANTI DANDRUFF,LIFEBUOY SHMP AD SACHET 480X9ML,0.000149,123.74,-1.24,28.08,150.58,0,16,PFES26043506
9/6/2026,Tuesday,Marhaba K S,GT,Mom & Pop,HAIR CARE,LIFEBUOY,WASH & CARE,LIFEBUOY SHAMPOO HERBAL,LIFEBUOY SHP ICNC HRBAL SHMP P2 24X175ML,0.00018,242.1,-14.4,55.73,283.42,0,1,PFES26045390
2/6/2026,Tuesday,Marhaba K S,GT,Mom & Pop,HAIR CARE,LIFEBUOY,WASH & CARE,LIFEBUOY SHAMPOO HERBAL,LIFEBUOY SHP ICNC HERBAL SHP P1 48X90ML,0.000093,148.06,-2.95,34.9,180.02,0,1,PFES26043506
2/6/2026,Tuesday,Marhaba K S,GT,Mom & Pop,HAIR CARE,LIFEBUOY,WASH & CARE,LIFEBUOY SHAMPOO HERBAL,LIFEBUOY SHP ICNC HRBL SHP SACHT 480X9ML,0.000298,247.48,-2.47,56.16,301.17,0,32,PFES26043506
2/6/2026,Tuesday,Marhaba K S,GT,Mom & Pop,HAIR CARE,LIFEBUOY,WASH & CARE,LIFEBUOY SHAMPOO ONION,LIFEBUOY SHP ICNC ONION SHP SACH 480X9ML,0.000149,123.74,-1.24,28.08,150.58,0,16,PFES26043506
2/6/2026,Tuesday,Marhaba K S,GT,Mom & Pop,HAIR CARE,SUNSILK,WASH & CARE,SUNSILK SHAMPOO BLACK SHINE,SUNSILK SUNRISE SHP BS PS 768X4ML,0.000198,185.61,-1.86,42.12,225.88,0,48,PFES26043506
9/6/2026,Tuesday,Marhaba K S,GT,Mom & Pop,HAIR CARE,SUNSILK,WASH & CARE,SUNSILK SHAMPOO BLACK SHINE,SUNSILK SUNRISE SHP BS PS 768X4ML,0.000066,61.87,-0.62,14.04,75.29,0,16,PFES26045390
9/6/2026,Tuesday,Marhaba K S,GT,Mom & Pop,SKIN CARE,GLOW & LOVELY,FACE,GLOW & LOVELY FACIAL MST MLTVIT CRM,GLOW&LOVELY GIOVINE MV 72X25G,0.000025,127.91,-16.48,29.37,140.81,0,1,PFES26045390
9/6/2026,Tuesday,Marhaba K S,GT,Mom & Pop,COOKING AIDS,KNORR,BOUILLONS & SEASONINGS,KNORR CUBE BOUILLON CHICKEN,KNORR CKN CUBE IRON PI 288X18G,0.000054,175.74,-16.33,39.93,199.35,0,3,PFES26045390
2/6/2026,Tuesday,Marhaba K S,GT,Mom & Pop,MINI MEALS,KNORR,CARB-BASED MINI MEALS,KNORR BLCK NOODLES CHATPATA,KNORR BLK NODLS CHAT AWR NG-25 72X45G,0.00081,702.96,-21.09,170.81,852.68,0,18,PFES26043506
9/6/2026,Tuesday,Marhaba K S,GT,Mom & Pop,MINI MEALS,KNORR,CARB-BASED MINI MEALS,KNORR BLCK NOODLES CHATPATA,KNORR BLK NODLS CHAT AWR NG-25 72X45G,0.00081,702.96,-21.09,170.81,852.68,0,18,PFES26045390
2/6/2026,Tuesday,Marhaba K S,GT,Mom & Pop,MINI MEALS,KNORR,CARB-BASED MINI MEALS,KNORR BLCK NOODLES CHATPATA,KNORR CHATTPATTA NOODLES 72X31.5G,0.000567,492.07,-17.22,118.95,593.8,0,18,PFES26043506
9/6/2026,Tuesday,Marhaba K S,GT,Mom & Pop,MINI MEALS,KNORR,CARB-BASED MINI MEALS,KNORR BLCK NOODLES CHATPATA,KNORR CHATTPATTA NOODLES 72X31.5G,0.000567,492.07,-17.22,118.95,593.8,0,18,PFES26045390
2/6/2026,Tuesday,Marhaba K S,GT,Mom & Pop,MINI MEALS,KNORR,CARB-BASED MINI MEALS,KNORR BLCK NOODLES CHICKEN,KNORR CHICKEN NOODLES 72X31.5G,0.000189,164.02,-5.74,39.65,197.93,0,6,PFES26043506
9/6/2026,Tuesday,Marhaba K S,GT,Mom & Pop,MINI MEALS,KNORR,CARB-BASED MINI MEALS,KNORR BLCK NOODLES CHICKEN,KNORR CHICKEN NOODLES 72X31.5G,0.000032,27.34,-0.96,6.61,32.99,0,1,PFES26045390
9/6/2026,Tuesday,Marhaba K S,GT,Mom & Pop,MINI MEALS,KNORR,CARB-BASED MINI MEALS,KNORR BLCK NOODLES CHICKEN,KNORR BLK NODLS CHK AWR NG-25 72X45G,0.000045,39.05,-1.17,9.49,47.37,0,1,PFES26045390
2/6/2026,Tuesday,Marhaba K S,GT,Mom & Pop,OTHER FOODS,RAFHAN,DESSERTS,RAFHAN AMBIENT DESSERTS SBERRY CUSTARD,RAFHAN AMB DSRT SBERRY CSTRD PI7 36X275G,0.000275,171.83,-6.01,41.54,207.36,0,1,PFES26043506
9/6/2026,Tuesday,Marhaba K S,GT,Mom & Pop,OTHER FOODS,RAFHAN,DESSERTS,RAFHAN AMBIENT DESSERTS SBERRY JELLY,RAFHAN AMB DSRT SBERRY JELLY PI7 96X80G,0.00016,296.81,-2.97,73.61,367.44,0,2,PFES26045390
4/6/2026,Thursday,MASHA ALLAH ASIF K S,GT,Mom & Pop,HAIR CARE,LIFEBUOY,WASH & CARE,LIFEBUOY SHAMPOO ANTI DANDRUFF,LIFEBUOY SHMP AD SACHET 480X9ML,0.000149,123.74,-1.24,25.14,147.65,0,16,PFES26044354
4/6/2026,Thursday,MASHA ALLAH ASIF K S,GT,Mom & Pop,HAIR CARE,LIFEBUOY,WASH & CARE,LIFEBUOY SHAMPOO HERBAL,LIFEBUOY SHP ICNC HERBAL SHP P2 12X370ML,0.001143,"1,407.18",-28,292.04,"1,671.22",0,3,PFES26044354
4/6/2026,Thursday,MASHA ALLAH ASIF K S,GT,Mom & Pop,HAIR CARE,LIFEBUOY,WASH & CARE,LIFEBUOY SHAMPOO HERBAL,LIFEBUOY SHP ICNC HRBL SHP SACHT 480X9ML,0.000149,123.74,-1.24,25.14,147.65,0,16,PFES26044354
4/6/2026,Thursday,MASHA ALLAH ASIF K S,GT,Mom & Pop,HAIR CARE,LIFEBUOY,WASH & CARE,LIFEBUOY SHAMPOO ONION,LIFEBUOY SHP ICNC ONIN SHMP P2 24X175ML,0.001082,"1,452.57",-28.91,301.46,"1,725.13",0,6,PFES26044354
4/6/2026,Thursday,MASHA ALLAH ASIF K S,GT,Mom & Pop,HAIR CARE,LIFEBUOY,WASH & CARE,LIFEBUOY SHAMPOO ONION,LIFEBUOY SHP ICNC ONION SHP P2 12X370ML,0.001143,"1,407.18",-28,292.04,"1,671.22",0,3,PFES26044354
4/6/2026,Thursday,MASHA ALLAH ASIF K S,GT,Mom & Pop,HAIR CARE,LIFEBUOY,WASH & CARE,LIFEBUOY SHAMPOO ONION,LIFEBUOY SHP ICNC ONION SHP SACH 480X9ML,0.000149,123.74,-1.24,25.14,147.65,0,16,PFES26044354
4/6/2026,Thursday,MASHA ALLAH ASIF K S,GT,Mom & Pop,HAIR CARE,SUNSILK,WASH & CARE,SUNSILK SHAMPOO BLACK SHINE,SUNSILK SUNRISE SHP BS PS 24X185ML,0.000572,"1,024.36",-20.38,211.98,"1,215.96",0,3,PFES26044354
4/6/2026,Thursday,MASHA ALLAH ASIF K S,GT,Mom & Pop,HAIR CARE,SUNSILK,WASH & CARE,SUNSILK SHAMPOO BLACK SHINE,SUNSILK SUNRISE SHP BS PS 768X4ML,0.000198,185.61,-1.86,37.71,221.47,0,48,PFES26044354
4/6/2026,Thursday,MASHA ALLAH ASIF K S,GT,Mom & Pop,MINI MEALS,KNORR,CARB-BASED MINI MEALS,KNORR BLCK NOODLES CHATPATA,KNORR BLK NODLS CHAT AWR NG-25 72X45G,0,0,0,0,0,0,0,PFES26044354
4/6/2026,Thursday,MASHA ALLAH ASIF K S,GT,Mom & Pop,MINI MEALS,KNORR,CARB-BASED MINI MEALS,KNORR BLCK NOODLES CHATPATA,KNORR CHATTPATTA NOODLES 72X31.5G,0.000032,27.34,-0.96,5.96,32.35,0,1,PFES26044354
4/6/2026,Thursday,MASHA ALLAH ASIF K S,GT,Mom & Pop,MINI MEALS,KNORR,CARB-BASED MINI MEALS,KNORR BLCK NOODLES CHICKEN,KNORR CHICKEN NOODLES 72X31.5G,0.000032,27.34,-0.96,5.96,32.35,0,1,PFES26044354
4/6/2026,Thursday,MASHA ALLAH ASIF K S,GT,Mom & Pop,MINI MEALS,KNORR,CARB-BASED MINI MEALS,KNORR BLCK NOODLES CHICKEN,KNORR BLK NODLS CHK AWR NG-25 72X45G,0.00162,"1,405.92",-42.18,308.34,"1,672.08",0,36,PFES26044354
2/6/2026,Tuesday,RAHEEL KS,GT,Mom & Pop,HAIR CARE,CLEAR MEN,WASH & CARE,CLEAR MALE SHAMPOO DEEP CLEANSE,CLEAR SHMP DEEP CLEANSE SACHET 768X3.5ML,0.000058,61.87,-0.62,12.57,73.82,0,16,PFES26043550
2/6/2026,Tuesday,RAHEEL KS,GT,Mom & Pop,HAIR CARE,LIFEBUOY,WASH & CARE,LIFEBUOY SHAMPOO ANTI DANDRUFF,LIFEBUOY SHMP AD SACHET 480X9ML,0.000149,123.74,-1.24,25.14,147.65,0,16,PFES26043550
2/6/2026,Tuesday,RAHEEL KS,GT,Mom & Pop,HAIR CARE,LIFEBUOY,WASH & CARE,LIFEBUOY SHAMPOO HERBAL,LIFEBUOY SHP ICNC HRBL SHP SACHT 480X9ML,0.000595,494.97,-4.95,100.57,590.58,0,64,PFES26043550
2/6/2026,Tuesday,RAHEEL KS,GT,Mom & Pop,HAIR CARE,LIFEBUOY,WASH & CARE,LIFEBUOY SHAMPOO ONION,LIFEBUOY SHP ICNC ONION SHP SACH 480X9ML,0.000149,123.74,-1.24,25.14,147.65,0,16,PFES26043550
2/6/2026,Tuesday,RAHEEL KS,GT,Mom & Pop,HAIR CARE,SUNSILK,WASH & CARE,SUNSILK SHAMPOO BLACK SHINE,SUNSILK SUNRISE SHP BS PS 768X4ML,0.000659,618.71,-6.19,125.71,738.23,0,160,PFES26043550
2/6/2026,Tuesday,RAHEEL KS,GT,Mom & Pop,MINI MEALS,KNORR,CARB-BASED MINI MEALS,KNORR BLCK NOODLES CHATPATA,KNORR CHATTPATTA PF 40X110G,0.00044,309.3,-3.09,62.24,368.45,0,4,PFES26043550
2/6/2026,Tuesday,RAHEEL KS,GT,Mom & Pop,MINI MEALS,KNORR,CARB-BASED MINI MEALS,KNORR BLCK NOODLES CHATPATA,KNORR BLK NODLS CHAT AWR NG-25 72X45G,0.00054,468.64,-14.06,102.78,557.36,0,12,PFES26043550
2/6/2026,Tuesday,RAHEEL KS,GT,Mom & Pop,MINI MEALS,KNORR,CARB-BASED MINI MEALS,KNORR BLCK NOODLES CHATPATA,KNORR CHATTPATTA NOODLES 72X31.5G,0.000378,328.05,-11.48,71.58,388.14,0,12,PFES26043550
2/6/2026,Tuesday,RAHEEL KS,GT,Mom & Pop,MINI MEALS,KNORR,CARB-BASED MINI MEALS,KNORR BLCK NOODLES CHICKEN,KNORR NDLES FULLMEAL CHK PI25 40X110G,0.00022,154.65,-1.55,34.62,187.72,0,2,PFES26043550
2/6/2026,Tuesday,RAHEEL KS,GT,Mom & Pop,MINI MEALS,KNORR,CARB-BASED MINI MEALS,KNORR BLCK NOODLES CHICKEN,KNORR CHICKEN NOODLES 72X31.5G,0.000032,27.34,-0.96,5.96,32.35,0,1,PFES26043550
2/6/2026,Tuesday,RAHEEL KS,GT,Mom & Pop,MINI MEALS,KNORR,CARB-BASED MINI MEALS,KNORR BLCK NOODLES CHICKEN,KNORR BLK NODLS CHK AWR NG-25 72X45G,0.00027,234.32,-7.03,51.39,278.68,0,6,PFES26043550
2/6/2026,Tuesday,Shani Super Store,GT,Mom & Pop,HAIR CARE,DOVE,WASH & CARE,DOVE SHAMPOO HAIRFALL RESCUE,DOVE DYN HFR SACHET P1 192X12ML,0.000099,123.74,0,25.15,148.89,0,8,PFES26043504
9/6/2026,Tuesday,Shani Super Store,GT,Mom & Pop,HAIR CARE,DOVE,WASH & CARE,DOVE SHAMPOO HAIRFALL RESCUE,DOVE DYN HFR SACHET P1 192X12ML,0.000099,123.74,-1.24,25.14,147.65,0,8,PFES26045386
2/6/2026,Tuesday,Shani Super Store,GT,Mom & Pop,HAIR CARE,DOVE,WASH & CARE,DOVE SHAMPOO HAIRFALL RESCUE,DOVE DYN HFR SACHET 768X5ML,0.000082,123.74,0,25.15,148.89,0,16,PFES26043504
9/6/2026,Tuesday,Shani Super Store,GT,Mom & Pop,HAIR CARE,DOVE,WASH & CARE,DOVE SHAMPOO HAIRFALL RESCUE,DOVE DYN HFR SACHET 768X5ML,0.000082,123.74,-1.24,25.14,147.65,0,16,PFES26045386
2/6/2026,Tuesday,Shani Super Store,GT,Mom & Pop,HAIR CARE,DOVE,WASH & CARE,DOVE SHAMPOO INTENSE REPAIR,DOVE DYN IR SACHET P1 192X12ML,0.000099,123.74,0,25.15,148.89,0,8,PFES26043504
9/6/2026,Tuesday,Shani Super Store,GT,Mom & Pop,HAIR CARE,DOVE,WASH & CARE,DOVE SHAMPOO INTENSE REPAIR,DOVE DYN IR SACHET P1 192X12ML,0.000099,123.74,-1.24,25.14,147.65,0,8,PFES26045386
2/6/2026,Tuesday,Shani Super Store,GT,Mom & Pop,HAIR CARE,DOVE,WASH & CARE,DOVE SHAMPOO INTENSE REPAIR,DOVE DYN IR SACHET 768X5ML,0.000082,123.74,0,25.15,148.89,0,16,PFES26043504
9/6/2026,Tuesday,Shani Super Store,GT,Mom & Pop,HAIR CARE,DOVE,WASH & CARE,DOVE SHAMPOO INTENSE REPAIR,DOVE DYN IR SACHET 768X5ML,0.000082,123.74,-1.24,25.14,147.65,0,16,PFES26045386
2/6/2026,Tuesday,Shani Super Store,GT,Mom & Pop,HAIR CARE,LIFEBUOY,WASH & CARE,LIFEBUOY SHAMPOO ANTI DANDRUFF,LIFEBUOY SHMP AD SACHET 480X9ML,0.000149,123.74,0,25.15,148.89,0,16,PFES26043504
9/6/2026,Tuesday,Shani Super Store,GT,Mom & Pop,HAIR CARE,LIFEBUOY,WASH & CARE,LIFEBUOY SHAMPOO ANTI DANDRUFF,LIFEBUOY SHMP AD SACHET 480X9ML,0.000446,371.22,-3.71,75.42,442.94,0,48,PFES26045386
2/6/2026,Tuesday,Shani Super Store,GT,Mom & Pop,HAIR CARE,LIFEBUOY,WASH & CARE,LIFEBUOY SHAMPOO HERBAL,LIFEBUOY SHP ICNC HRBL SHP SACHT 480X9ML,0.000446,371.22,0,75.44,446.67,0,48,PFES26043504
9/6/2026,Tuesday,Shani Super Store,GT,Mom & Pop,HAIR CARE,LIFEBUOY,WASH & CARE,LIFEBUOY SHAMPOO HERBAL,LIFEBUOY SHP ICNC HRBL SHP SACHT 480X9ML,0.000446,371.22,-3.71,75.42,442.94,0,48,PFES26045386
2/6/2026,Tuesday,Shani Super Store,GT,Mom & Pop,HAIR CARE,LIFEBUOY,WASH & CARE,LIFEBUOY SHAMPOO ONION,LIFEBUOY SHP ICNC ONION SHP SACH 480X9ML,0.000446,371.22,0,75.44,446.67,0,48,PFES26043504
9/6/2026,Tuesday,Shani Super Store,GT,Mom & Pop,HAIR CARE,LIFEBUOY,WASH & CARE,LIFEBUOY SHAMPOO ONION,LIFEBUOY SHP ICNC ONION SHP SACH 480X9ML,0.000446,371.22,-3.71,75.42,442.94,0,48,PFES26045386
2/6/2026,Tuesday,Shani Super Store,GT,Mom & Pop,HAIR CARE,SUNSILK,WASH & CARE,SUNSILK SHAMPOO BLACK SHINE,SUNSILK SUNRISE SHP BS PS 768X4ML,0.000396,371.22,0,75.44,446.67,0,96,PFES26043504
9/6/2026,Tuesday,Shani Super Store,GT,Mom & Pop,HAIR CARE,SUNSILK,WASH & CARE,SUNSILK SHAMPOO BLACK SHINE,SUNSILK SUNRISE SHP BS PS 768X4ML,0.003164,"2,969.79",-29.7,603.39,"3,543.48",1,0,PFES26045386
2/6/2026,Tuesday,Shani Super Store,GT,Mom & Pop,MINI MEALS,KNORR,CARB-BASED MINI MEALS,KNORR BLCK NOODLES CHATPATA,KNORR BLK NODLS CHAT AWR NG-25 72X45G,0.00009,78.11,-1.56,17.31,93.85,0,2,PFES26043504
9/6/2026,Tuesday,Shani Super Store,GT,Mom & Pop,MINI MEALS,KNORR,CARB-BASED MINI MEALS,KNORR BLCK NOODLES CHATPATA,KNORR BLK NODLS CHAT AWR NG-25 72X45G,0.000045,39.05,-1.17,8.57,46.45,0,1,PFES26045386
2/6/2026,Tuesday,Shani Super Store,GT,Mom & Pop,MINI MEALS,KNORR,CARB-BASED MINI MEALS,KNORR BLCK NOODLES CHATPATA,KNORR CHATTPATTA NOODLES 72X31.5G,0.000032,27.34,-0.68,6.03,32.68,0,1,PFES26043504
9/6/2026,Tuesday,Shani Super Store,GT,Mom & Pop,MINI MEALS,KNORR,CARB-BASED MINI MEALS,KNORR BLCK NOODLES CHATPATA,KNORR CHATTPATTA NOODLES 72X31.5G,0.000032,27.34,-0.96,5.96,32.35,0,1,PFES26045386
2/6/2026,Tuesday,Shani Super Store,GT,Mom & Pop,MINI MEALS,KNORR,CARB-BASED MINI MEALS,KNORR BLCK NOODLES CHICKEN,KNORR CHICKEN NOODLES 72X31.5G,0.000032,27.34,-0.68,6.03,32.68,0,1,PFES26043504
9/6/2026,Tuesday,Shani Super Store,GT,Mom & Pop,MINI MEALS,KNORR,CARB-BASED MINI MEALS,KNORR BLCK NOODLES CHICKEN,KNORR CHICKEN NOODLES 72X31.5G,0.000032,27.34,-0.96,5.96,32.35,0,1,PFES26045386
2/6/2026,Tuesday,Shani Super Store,GT,Mom & Pop,MINI MEALS,KNORR,CARB-BASED MINI MEALS,KNORR BLCK NOODLES CHICKEN,KNORR BLK NODLS CHK AWR NG-25 72X45G,0.000045,39.05,-0.78,8.65,46.93,0,1,PFES26043504
9/6/2026,Tuesday,Shani Super Store,GT,Mom & Pop,MINI MEALS,KNORR,CARB-BASED MINI MEALS,KNORR BLCK NOODLES CHICKEN,KNORR BLK NODLS CHK AWR NG-25 72X45G,0.000045,39.05,-1.17,8.57,46.45,0,1,PFES26045386
4/6/2026,Thursday,MEHR K S,GT,Mom & Pop,HAIR CARE,CLEAR MEN,WASH & CARE,CLEAR MALE SHAMPOO DEEP CLEANSE,CLEAR SHMP DEEP CLEANSE SACHET 768X3.5ML,0.000058,61.87,-0.62,12.57,73.82,0,16,PFES26044224
4/6/2026,Thursday,MEHR K S,GT,Mom & Pop,HAIR CARE,LIFEBUOY,WASH & CARE,LIFEBUOY SHAMPOO ANTI DANDRUFF,LIFEBUOY SHMP AD SACHET 480X9ML,0.000149,123.74,-1.24,25.14,147.65,0,16,PFES26044224
4/6/2026,Thursday,MEHR K S,GT,Mom & Pop,HAIR CARE,LIFEBUOY,WASH & CARE,LIFEBUOY SHAMPOO HERBAL,LIFEBUOY SHP ICNC HERBAL SHP P1 48X90ML,0.000556,888.38,-17.68,188.32,"1,059.02",0,6,PFES26044224
4/6/2026,Thursday,MEHR K S,GT,Mom & Pop,HAIR CARE,LIFEBUOY,WASH & CARE,LIFEBUOY SHAMPOO HERBAL,LIFEBUOY SHP ICNC HRBL SHP SACHT 480X9ML,0.000893,742.45,-7.42,150.85,885.87,0,96,PFES26044224
4/6/2026,Thursday,MEHR K S,GT,Mom & Pop,HAIR CARE,LIFEBUOY,WASH & CARE,LIFEBUOY SHAMPOO ONION,LIFEBUOY SHP ICNC ONION SHP SACH 480X9ML,0.000149,123.74,-1.24,25.14,147.65,0,16,PFES26044224
4/6/2026,Thursday,MEHR K S,GT,Mom & Pop,HAIR CARE,SUNSILK,WASH & CARE,SUNSILK SHAMPOO BLACK SHINE,SUNSILK SUNRISE SHP BS PS 24X185ML,0.001143,"2,048.72",-40.77,423.96,"2,431.91",0,6,PFES26044224
4/6/2026,Thursday,MEHR K S,GT,Mom & Pop,HAIR CARE,SUNSILK,WASH & CARE,SUNSILK SHAMPOO BLACK SHINE,SUNSILK SUNRISE SHP BS PS 768X4ML,0.000396,371.22,-3.71,75.42,442.94,0,96,PFES26044224
4/6/2026,Thursday,MEHR K S,GT,Mom & Pop,HAIR CARE,SUNSILK,WASH & CARE,SUNSILK SHAMPOO BLACK SHINE,SUNSILK SUNRISE SHP BS PS 48X80ML,0.000494,865.02,-68.6,178.75,975.17,0,6,PFES26044224
4/6/2026,Thursday,MEHR K S,GT,Mom & Pop,LIFESTYLE NUTRITION,GLAXOSE-D,LIFESTYLE NUTRITION,GLAXOSE-D ADULT HEALTH FOOD DRINK,GLAXOSE D OTH MISC. FOODS PI5 24X400G,0.0008,476.85,-4.77,97.41,569.49,0,2,PFES26044224
4/6/2026,Thursday,MEHR K S,GT,Mom & Pop,MINI MEALS,KNORR,CARB-BASED MINI MEALS,KNORR BLCK NOODLES CHATPATA,KNORR BLK NODLS CHAT AWR NG-25 72X45G,0,0,0,0,0,0,0,PFES26044224
4/6/2026,Thursday,MEHR K S,GT,Mom & Pop,MINI MEALS,KNORR,CARB-BASED MINI MEALS,KNORR BLCK NOODLES CHATPATA,KNORR CHATTPATTA NOODLES 72X31.5G,0.000063,54.67,-1.91,11.93,64.69,0,2,PFES26044224
4/6/2026,Thursday,MEHR K S,GT,Mom & Pop,MINI MEALS,KNORR,CARB-BASED MINI MEALS,KNORR BLCK NOODLES CHICKEN,KNORR CHICKEN NOODLES 72X31.5G,0.000032,27.34,-0.96,5.96,32.35,0,1,PFES26044224
4/6/2026,Thursday,MEHR K S,GT,Mom & Pop,MINI MEALS,KNORR,CARB-BASED MINI MEALS,KNORR BLCK NOODLES CHICKEN,KNORR BLK NODLS CHK AWR NG-25 72X45G,0.000045,39.05,-1.17,8.57,46.45,0,1,PFES26044224
4/6/2026,Thursday,MEHR K S,GT,Mom & Pop,OTHER FOODS,RAFHAN,DESSERTS,RAFHAN AMBIENT DESSERTS MANGO CUSTARD,RAFHAN AMB DSRT MANGO CSTRD PI7 36X275G,0.000275,171.83,-6.01,37.49,203.31,0,1,PFES26044224
4/6/2026,Thursday,MEHR K S,GT,Mom & Pop,OTHER FOODS,RAFHAN,DESSERTS,RAFHAN AMBIENT DESSERTS SBERRY CUSTARD,RAFHAN AMB DSRT SBERRY CSTRD PI7 36X275G,0.00055,343.67,-12.03,74.98,406.63,0,2,PFES26044224
4/6/2026,Thursday,MUZAMIL K S,GT,Mom & Pop,HAIR CARE,LIFEBUOY,WASH & CARE,LIFEBUOY SHAMPOO HERBAL,LIFEBUOY SHP ICNC HRBL SHP SACHT 480X9ML,0.000595,494.97,-4.95,112.32,602.33,0,64,PFES26044094
4/6/2026,Thursday,MUZAMIL K S,GT,Mom & Pop,HAIR CARE,LIFEBUOY,WASH & CARE,LIFEBUOY SHAMPOO ONION,LIFEBUOY SHP ICNC ONION SHP SACH 480X9ML,0.000149,123.74,-1.24,28.08,150.58,0,16,PFES26044094
4/6/2026,Thursday,MUZAMIL K S,GT,Mom & Pop,HAIR CARE,SUNSILK,WASH & CARE,SUNSILK SHAMPOO BLACK SHINE,SUNSILK SUNRISE SHP BS PS 768X4ML,0.000396,371.22,-3.71,84.24,451.75,0,96,PFES26044094
4/6/2026,Thursday,MUZAMIL K S,GT,Mom & Pop,MINI MEALS,KNORR,CARB-BASED MINI MEALS,KNORR BLCK NOODLES CHATPATA,KNORR BLK NODLS CHAT AWR NG-25 72X45G,0.00162,"1,405.92",-42.18,341.62,"1,705.36",0,36,PFES26044094
