Invoice Date,Invoice Day,Customer Name,Master Channel,Channel,Category,Brand,Market,Sub Brand,Product Description,Sales Volume,Sales Value,Discount,Tax,Net Amount,Sales Cases,Sales Pieces,Invoice Number
1/6/2026,Wednesday,KHAWAJA SAWEETS,GT,Bakery,HAIR CARE,LIFEBUOY,WASH & CARE,LIFEBUOY SHAMPOO HERBAL,LIFEBUOY SHP ICNC HRBAL SHMP P2 24X175ML,0.00018,242.1,-2.42,56.03,295.7,0,1,PFES26043377
1/6/2026,Monday  ,KHAWAJA SAWEETS,GT,Bakery,HAIR CARE,SUNSILK,WASH & CARE,SUNSILK SHAMPOO BLACK SHINE,SUNSILK SUNRISE SHP BS PS 768X4ML,0.000132,123.74,0,28.11,151.85,0,32,PFES26043377
8/6/2026,Monday  ,KHAWAJA SAWEETS,GT,Bakery,HAIR CARE,SUNSILK,WASH & CARE,SUNSILK SHAMPOO BLACK SHINE,SUNSILK SUNRISE SHP BS PS 768X4ML,0.001582,"1,484.90",0,337.33,"1,822.22",0,384,PFES26045210
1/6/2026,Monday  ,KHAWAJA SAWEETS,GT,Bakery,COOKING AIDS,KNORR,BOUILLONS & SEASONINGS,KNORR CUBE BOUILLON CHICKEN,KNORR CKN CUBE IRON PI 288X18G,0,0,0,0,0,0,0,PFES26043377
1/6/2026,Monday  ,KHAWAJA SAWEETS,GT,Bakery,MINI MEALS,KNORR,CARB-BASED MINI MEALS,KNORR BLCK NOODLES CHATPATA,KNORR BLK NODLS CHAT AWR NG-25 72X45G,0.000045,39.05,-0.78,9.59,47.86,0,1,PFES26043377
8/6/2026,Monday  ,KHAWAJA SAWEETS,GT,Bakery,MINI MEALS,KNORR,CARB-BASED MINI MEALS,KNORR BLCK NOODLES CHATPATA,KNORR CHATTPATTA NOODLES 72X31.5G,0.002268,"1,968.29",-49.21,480.73,"2,399.81",1,0,PFES26045210
1/6/2026,Monday  ,KHAWAJA SAWEETS,GT,Bakery,MINI MEALS,KNORR,CARB-BASED MINI MEALS,KNORR BLCK NOODLES CHICKEN,KNORR CHICKEN NOODLES 72X31.5G,0.000032,27.34,-0.68,6.68,33.33,0,1,PFES26043377
1/6/2026,Monday  ,KHAWAJA SAWEETS,GT,Bakery,FABRIC CLEANING,SUNLIGHT,FABRIC CLEANING,SUNLIGHT NM STD POWDER GREEN,SUNLIGHT POWDR GREEN NEW PKR99 24X390G,0.00039,79.18,-1.98,17.41,94.61,0,1,PFES26043377
1/6/2026,Monday  ,KHAWAJA SAWEETS,GT,Bakery,FABRIC CLEANING,SUNLIGHT,FABRIC CLEANING,SUNLIGHT NM STD POWDER PINK,SUNLIGHT POWDR PINK NEW PKR99 24X390G,0.00039,79.18,-1.98,17.41,94.61,0,1,PFES26043377
8/6/2026,Monday  ,KHAWAJA SAWEETS,GT,Bakery,FABRIC CLEANING,SURF,FABRIC CLEANING,SURF EXCEL NM STD POWDER,SURF EXCEL CP 10% EXTRA RS.10 288X20G,0.00024,95.44,-7.5,20.96,108.9,0,12,PFES26045210
8/6/2026,Monday  ,KHAWAJA SAWEETS,GT,Bakery,FABRIC CLEANING,SURF,FABRIC CLEANING,SURF EXCEL NM STD POWDER CARE,SURF EXCEL NEW DTS PWD PKR 50 72X95G,0.00684,"2,889.24",-191.95,630.31,"3,327.60",1,0,PFES26045210
8/6/2026,Monday  ,KHAWAJA SAWEETS,GT,Bakery,SKIN CLEANSING,LIFEBUOY,SKIN CLEANSING,LIFEBUOY PW BAR LEMON FRESH,LIFEBUOY LEMON FRESH STARCH PI 72X125G,0.000125,102.46,-1.02,22.86,124.3,0,1,PFES26045210
1/6/2026,Monday  ,KHAWAJA SAWEETS,GT,Bakery,SKIN CLEANSING,LIFEBUOY,SKIN CLEANSING,LIFEBUOY SKIN CLEANSING BAR TOTAL,LIFEBUOY TOTAL STARCH DE 108X95G,0.000095,78.82,0,17.61,96.43,0,1,PFES26043377
8/6/2026,Monday  ,KHAWAJA SAWEETS,GT,Bakery,SKIN CLEANSING,LIFEBUOY,SKIN CLEANSING,LIFEBUOY SKIN CLEANSING BAR TOTAL,LIFEBUOY TOTAL STARCH PI 72X125G,0.000125,102.46,-1.02,22.86,124.3,0,1,PFES26045210
1/6/2026,Monday  ,KHAWAJA SAWEETS,GT,Bakery,SKIN CLEANSING,LIFEBUOY,SKIN CLEANSING,LIFEBUOY SKIN CLEANSING BAR TOTAL,LIFEBUOY TOTAL STARCH DE 108X65G,0.000065,55.67,0,12.34,68.01,0,1,PFES26043377
1/6/2026,Monday  ,KHAWAJA SAWEETS,GT,Bakery,SKIN CLEANSING,LIFEBUOY,SKIN CLEANSING,LIFEBUOY SKIN CLNG BAR CARE,LIFEBUOY CARE STARCH PI 72X125G,0.000125,102.46,0,22.89,125.35,0,1,PFES26043377
8/6/2026,Monday  ,KHAWAJA SAWEETS,GT,Bakery,SKIN CLEANSING,LIFEBUOY,SKIN CLEANSING,LIFEBUOY SKIN CLNG BAR CARE,LIFEBUOY CARE STARCH PI 72X125G,0.000125,102.46,-1.02,22.86,124.3,0,1,PFES26045210
1/6/2026,Monday  ,KHAWAJA SAWEETS,GT,Bakery,SKIN CLEANSING,LIFEBUOY,SKIN CLEANSING,LIFEBUOY SKIN CLNG BAR CARE,LIFEBUOY CARE STARCH DE 108X65G,0.000065,55.67,0,12.34,68.01,0,1,PFES26043377
1/6/2026,Monday  ,KHAWAJA SAWEETS,GT,Bakery,SKIN CLEANSING,LIFEBUOY,SKIN CLEANSING,LIFEBUOY SKIN CLNG BAR NATURE,LIFEBUOY NATURE STARCH PI 72X125G,0.000125,102.46,0,22.89,125.35,0,1,PFES26043377
8/6/2026,Monday  ,KHAWAJA SAWEETS,GT,Bakery,SKIN CLEANSING,LIFEBUOY,SKIN CLEANSING,LIFEBUOY SKIN CLNG BAR NATURE,LIFEBUOY NATURE STARCH PI 72X125G,0.000125,102.46,-1.02,22.86,124.3,0,1,PFES26045210
8/6/2026,Monday  ,KHAWAJA SAWEETS,GT,Bakery,SKIN CLEANSING,LUX,SKIN CLEANSING,LUX PW BAR PURPLE LOTUS,LUX PURP LXRY ST DE 72X125G,0.000125,119.3,-1.19,26.41,144.51,0,1,PFES26045210
8/6/2026,Monday  ,KHAWAJA SAWEETS,GT,Bakery,SKIN CLEANSING,LUX,SKIN CLEANSING,LUX SKIN CLEANSING BAR FRESH SPLASH,LUX BLUE LXRY ST DE 72X125G,0.000125,119.3,-1.19,26.41,144.51,0,1,PFES26045210
8/6/2026,Monday  ,KHAWAJA SAWEETS,GT,Bakery,SKIN CLEANSING,LUX,SKIN CLEANSING,LUX SKIN CLEANSING BAR PINK,LUX PINK LXRY ST DE PI 72X125G,0.000125,127.25,-1.27,28.17,154.15,0,1,PFES26045210
8/6/2026,Monday  ,KHAWAJA SAWEETS,GT,Bakery,SKIN CLEANSING,LUX,SKIN CLEANSING,LUX SKIN CLEANSING BAR TANG,LUX TANG LXRY ST DE 72X125G,0.000125,119.3,-1.19,26.41,144.51,0,1,PFES26045210
1/6/2026,Monday  ,KHAWAJA SAWEETS,GT,Bakery,SKIN CLEANSING,LUX,SKIN CLEANSING,LUX SKIN CLEANSING BAR WHITE,LUX WHITE BATH ST PI 108X100G,0.0001,103.39,0,22.91,126.3,0,1,PFES26043377
8/6/2026,Monday  ,KHAWAJA SAWEETS,GT,Bakery,SKIN CLEANSING,LUX,SKIN CLEANSING,LUX SKIN CLEANSING BAR WHITE,LUX WHITE BATH ST PI 108X100G,0.0001,103.39,-1.03,22.89,125.24,0,1,PFES26045210
8/6/2026,Monday  ,KHAWAJA SAWEETS,GT,Bakery,SKIN CLEANSING,LUX,SKIN CLEANSING,LUX SKIN CLEANSING BAR WHITE,LUX WHITE LXRY ST DE PI 72X125G,0.000125,127.25,-1.27,28.17,154.15,0,1,PFES26045210
8/6/2026,Monday  ,AL HABIB PHARMACY,GT,Bakery,HAIR CARE,DOVE,WASH & CARE,DOVE SHAMPOO DRYNESS CARE,DOVE SHMP DRYNSS CARE DYN P2 24X175ML,0.00018,416.1,-4.16,96.29,508.24,0,1,PFES26045093
8/6/2026,Monday  ,AL HABIB PHARMACY,GT,Bakery,HAIR CARE,DOVE,WASH & CARE,DOVE SHAMPOO HAIRFALL RESCUE,DOVE SHMP HAIRFAL RESCUE 24X175ML,0.00018,355.58,-3.56,82.29,434.31,0,1,PFES26045093
8/6/2026,Monday  ,AL HABIB PHARMACY,GT,Bakery,HAIR CARE,DOVE,WASH & CARE,DOVE SHAMPOO INTENSE REPAIR,DOVE SHMP INTNS RPR DYN W/O ACR 24X175ML,0.00018,393.41,-3.93,91.04,480.51,0,1,PFES26045093
8/6/2026,Monday  ,AL HABIB PHARMACY,GT,Bakery,HAIR CARE,DOVE,WASH & CARE,DOVE SHMP DAILY NOURISHING OIL CARE,DOVE SHMP DLY NRSHNG OIL DYN P2 24X175ML,0.000361,832.2,-8.32,192.59,"1,016.47",0,2,PFES26045093
8/6/2026,Monday  ,AL HABIB PHARMACY,GT,Bakery,HAIR CARE,LIFEBUOY,WASH & CARE,LIFEBUOY SHAMPOO HERBAL,LIFEBUOY SHP ICNC HRBAL SHMP P2 24X175ML,0.000361,484.19,-24.02,111.57,571.75,0,2,PFES26045093
8/6/2026,Monday  ,AL HABIB PHARMACY,GT,Bakery,HAIR CARE,LIFEBUOY,WASH & CARE,LIFEBUOY SHAMPOO HERBAL,LIFEBUOY SHP ICNC HERBAL SHP P2 12X370ML,0.000381,469.06,-23.27,108.09,553.88,0,1,PFES26045093
8/6/2026,Monday  ,AL HABIB PHARMACY,GT,Bakery,HAIR CARE,SUNSILK,WASH & CARE,SUNSILK SHAMPOO HAIR FALL,SUNSILK SUNRISE SHP HFS PI 24X185ML,0.000381,757.27,-7.57,174.79,924.48,0,2,PFES26045093
8/6/2026,Monday  ,AL HABIB PHARMACY,GT,Bakery,HAIR CARE,SUNSILK,WASH & CARE,SUNSILK SHAMPOO HAIR FALL,SUNSILK SUNRISE SHP HFS PI 12X360ML,0.000371,606.27,-6.06,139.93,740.14,0,1,PFES26045093
1/6/2026,Monday  ,AL HABIB PHARMACY,GT,Bakery,SKIN CARE,GLOW & LOVELY,FACE,GLOW & LOVELY FACIAL MST MLTVIT CRM,GLOW&LOVELY GIOVINE MV 72X25G,0.000075,383.74,0,89.34,473.08,0,3,PFES26043226
8/6/2026,Monday  ,AL HABIB PHARMACY,GT,Bakery,SKIN CARE,POND'S,FACE,POND'S FWL CM PERF CC FACEWASH,PONDS MRCLE PU BRGHT P24 24X100G,0.0001,372.85,0,90.63,463.48,0,1,PFES26045093
8/6/2026,Monday  ,AL HABIB PHARMACY,GT,Bakery,SKIN CARE,POND'S,FACE,POND'S FWL EC FACIAL FOAM,PONDS PIMPLE-CLEAR PC FW P2 24X100G,0.0001,351.34,0,85.4,436.74,0,1,PFES26045093
8/6/2026,Monday  ,AL HABIB PHARMACY,GT,Bakery,SKIN CARE,POND'S,FACE,POND'S FWL FACE WASH ESS CRE PIMPLE CARE,PONDS PIMPLE-CLEAR PC FACEWASH PI 48X50G,0.00005,215.11,0,52.28,267.39,0,1,PFES26045093
1/6/2026,Monday  ,AL HABIB PHARMACY,GT,Bakery,MINI MEALS,KNORR,CARB-BASED MINI MEALS,KNORR BLCK NOODLES CHATPATA,KNORR CHATTPATTA PF 40X110G,0.00033,231.98,0,52.24,284.21,0,3,PFES26043226
8/6/2026,Monday  ,AL HABIB PHARMACY,GT,Bakery,MINI MEALS,KNORR,CARB-BASED MINI MEALS,KNORR BLCK NOODLES CHATPATA,KNORR CHATTPATTA PF 40X110G,0.00044,309.3,0,69.65,378.95,0,4,PFES26045093
1/6/2026,Monday  ,AL HABIB PHARMACY,GT,Bakery,MINI MEALS,KNORR,CARB-BASED MINI MEALS,KNORR BLCK NOODLES CHATPATA,KNORR BLK NODLS CHAT AWR NG-25 72X45G,0.00054,468.64,-9.37,115.05,574.31,0,12,PFES26043226
8/6/2026,Monday  ,AL HABIB PHARMACY,GT,Bakery,MINI MEALS,KNORR,CARB-BASED MINI MEALS,KNORR BLCK NOODLES CHATPATA,KNORR BLK NODLS CHAT AWR NG-25 72X45G,0.00054,468.64,-9.37,115.05,574.31,0,12,PFES26045093
8/6/2026,Monday  ,AL HABIB PHARMACY,GT,Bakery,MINI MEALS,KNORR,CARB-BASED MINI MEALS,KNORR BLCK NOODLES CHATPATA,KNORR BLK NODLS CHAT AWR NG-25 18X180G,0.00072,577.99,-8.67,142.61,711.93,0,4,PFES26045093
8/6/2026,Monday  ,AL HABIB PHARMACY,GT,Bakery,MINI MEALS,KNORR,CARB-BASED MINI MEALS,KNORR BLCK NOODLES CHATPATA,KNORR BLK NODLS CHAT AWR NG-25 12X270G,0.00108,859.17,-12.89,211.99,"1,058.28",0,4,PFES26045093
1/6/2026,Monday  ,AL HABIB PHARMACY,GT,Bakery,MINI MEALS,KNORR,CARB-BASED MINI MEALS,KNORR BLCK NOODLES CHATPATA,KNORR CHATTPATTA NOODLES 72X31.5G,0.000378,328.05,-8.2,80.12,399.97,0,12,PFES26043226
1/6/2026,Monday  ,AL HABIB PHARMACY,GT,Bakery,MINI MEALS,KNORR,CARB-BASED MINI MEALS,KNORR BLOCK NOODLES BLAZING,KNORR NOODLES BLAZIN OG PI 40X110G,0.00022,273.37,0,68.48,341.85,0,2,PFES26043226
1/6/2026,Monday  ,AL HABIB PHARMACY,GT,Bakery,SKIN CLEANSING,LIFEBUOY,SKIN CLEANSING,LIFEBUOY PW BAR LEMON FRESH,LIFEBUOY LEMON FRESH STARCH PI 72X125G,0.0005,409.86,0,91.55,501.41,0,4,PFES26043226
8/6/2026,Monday  ,AL HABIB PHARMACY,GT,Bakery,SKIN CLEANSING,LIFEBUOY,SKIN CLEANSING,LIFEBUOY SKIN CLEANSING BAR TOTAL,LIFEBUOY TOTAL STARCH PI 72X125G,0.00025,204.93,0,45.78,250.71,0,2,PFES26045093
1/6/2026,Monday  ,AL HABIB PHARMACY,GT,Bakery,SKIN CLEANSING,LUX,SKIN CLEANSING,LUX SHOWER ORCHID,LUX BODY WASH ORCHID P2 24X250ML,0.000255,322.66,0,78.43,401.09,0,1,PFES26043226
1/6/2026,Monday  ,AL HABIB PHARMACY,GT,Bakery,SKIN CLEANSING,LUX,SKIN CLEANSING,LUX SHOWER ROSE,LUX BODY WASH ROSE P2 24X250ML,0.000255,322.66,0,78.43,401.09,0,1,PFES26043226
1/6/2026,Monday  ,AL HABIB PHARMACY,GT,Bakery,SKIN CLEANSING,LUX,SKIN CLEANSING,LUX SKIN CLEANSING BAR WHITE,LUX WHITE LXRY ST DE 72X125G,0,0,0,0,0,0,0,PFES26043226
1/6/2026,Monday  ,AL HABIB PHARMACY,GT,Bakery,SKIN CLEANSING,LUX,SKIN CLEANSING,LUX SKIN CLEANSING BAR WHITE,LUX WHITE TRIO LXRY DE 36X3X125G,0.000375,334.04,0,74.02,408.06,0,1,PFES26043226
6/6/2026,Saturday,ALMAKKAH BAKERS,GT,Bakery,HAIR CARE,LIFEBUOY,WASH & CARE,LIFEBUOY SHAMPOO NATURALLY SILKY,LIFEBUOY SHMP NAT SILKY P2 12X370ML,0.000381,469.06,-4.69,97.37,561.74,0,1,PFES26044509
6/6/2026,Saturday,ALMAKKAH BAKERS,GT,Bakery,HAIR CARE,LIFEBUOY,WASH & CARE,LIFEBUOY SHAMPOO ONION,LIFEBUOY SHP ICNC ONION SHP P2 12X370ML,0.000381,469.06,-4.69,97.37,561.74,0,1,PFES26044509
6/6/2026,Saturday,ALMAKKAH BAKERS,GT,Bakery,SKIN CARE,GLOW & LOVELY,FACE,GLOW & LOVELY FACIAL MST MLTVIT CRM,GLOW&LOVELY GIOVINE MV 72X25G,0.00005,255.83,-30.7,53.25,278.38,0,2,PFES26044509
6/6/2026,Saturday,ALMAKKAH BAKERS,GT,Bakery,SKIN CARE,GLOW & LOVELY,FACE,GLOW & LOVELY MULTIVITAMIN CRM,GLOW & LOVELY GISELLE MV 72X50G,0.00005,240.78,0,50.26,291.04,0,1,PFES26044509
6/6/2026,Saturday,ALMAKKAH BAKERS,GT,Bakery,SKIN CARE,GLOW & LOVELY,FACE,GLOW&LOVELY FC MSTRSR CRM MLTVTMN,GLOW&LOVELY GIOVINE MVT JAR 72X62ML,0.000184,948.07,0,197.9,"1,145.97",0,3,PFES26044509
6/6/2026,Saturday,ALMAKKAH BAKERS,GT,Bakery,COOKING AIDS,KNORR,BOUILLONS & SEASONINGS,KNORR CUBE BOUILLON CHICKEN,KNORR CKN CUBE IRON PI 288X18G,0,0,0,0,0,0,0,PFES26044509
6/6/2026,Saturday,ALMAKKAH BAKERS,GT,Bakery,MINI MEALS,KNORR,CARB-BASED MINI MEALS,KNORR BLCK NOODLES CHATPATA,KNORR CHATTPATTA PF 40X110G,0.00066,463.95,0,93.38,557.34,0,6,PFES26044509
6/6/2026,Saturday,ALMAKKAH BAKERS,GT,Bakery,MINI MEALS,KNORR,CARB-BASED MINI MEALS,KNORR BLCK NOODLES CHATPATA,KNORR BLK NODLS CHAT AWR NG-25 72X45G,0,0,0,0,0,0,0,PFES26044509
6/6/2026,Saturday,ALMAKKAH BAKERS,GT,Bakery,MINI MEALS,KNORR,CARB-BASED MINI MEALS,KNORR BLCK NOODLES CHATPATA,KNORR BLK NODLS CHAT AWR NG-25 18X180G,0.0018,"1,444.97",-21.67,321.81,"1,745.11",0,10,PFES26044509
6/6/2026,Saturday,ALMAKKAH BAKERS,GT,Bakery,MINI MEALS,KNORR,CARB-BASED MINI MEALS,KNORR BLCK NOODLES CHATPATA,KNORR BLK NODLS CHAT AWR NG-25 12X270G,0.00162,"1,288.76",-19.33,287.02,"1,556.45",0,6,PFES26044509
6/6/2026,Saturday,ALMAKKAH BAKERS,GT,Bakery,MINI MEALS,KNORR,CARB-BASED MINI MEALS,KNORR BLCK NOODLES CHICKEN,KNORR NDLES FULLMEAL CHK PI25 40X110G,0.00066,463.95,0,104.9,568.85,0,6,PFES26044509
6/6/2026,Saturday,ALMAKKAH BAKERS,GT,Bakery,MINI MEALS,KNORR,CARB-BASED MINI MEALS,KNORR BLCK NOODLES CHICKEN,KNORR BLK NODLS CHK AWR NG-25 18X180G,0.0018,"1,444.97",-21.67,321.81,"1,745.11",0,10,PFES26044509
6/6/2026,Saturday,ALMAKKAH BAKERS,GT,Bakery,MINI MEALS,KNORR,CARB-BASED MINI MEALS,KNORR BLCK NOODLES CHICKEN,KNORR BLK NODLS CHK AWR NG-25 72X45G,0.00324,"2,811.84",-56.24,623.04,"3,378.65",1,0,PFES26044509
6/6/2026,Saturday,ALMAKKAH BAKERS,GT,Bakery,MINI MEALS,KNORR,CARB-BASED MINI MEALS,KNORR BLOCK NOODLES BLAZING,KNORR NOODLES BLAZIN OG PI 40X110G,0.00132,"1,640.24",0,370.86,"2,011.10",0,12,PFES26044509
6/6/2026,Saturday,ALMAKKAH BAKERS,GT,Bakery,OTHER FOODS,RAFHAN,DESSERTS,RAFHAN AMBIENT DESSERTS BANANA JELLY,RAFHAN AMB DSRT BANANA JELLY PI7 96X80G,0.00016,296.81,0,67.11,363.91,0,2,PFES26044509
6/6/2026,Saturday,ALMAKKAH BAKERS,GT,Bakery,OTHER FOODS,RAFHAN,DESSERTS,RAFHAN AMBIENT DESSERTS SBERRY JELLY,RAFHAN AMB DSRT SBERRY JELLY PI7 96X80G,0.00032,593.61,0,134.22,727.83,0,4,PFES26044509
6/6/2026,Saturday,ALMAKKAH BAKERS,GT,Bakery,OTHER FOODS,RAFHAN,DESSERTS,RAFHAN AMBIENT DESSERTS VANILA CUSTARD,RAFHAN AMB DSRT VNLA CSTRD PI7 36X275G,0.0011,687.34,-17.18,151.52,821.68,0,4,PFES26044509
9/6/2026,Tuesday,ROHI SWEETS  And  BAKERS,GT,Bakery,MINI MEALS,KNORR,CARB-BASED MINI MEALS,KNORR BLCK NOODLES CHATPATA,KNORR CHATTPATTA PF 40X110G,0.0044,"3,093.03",0,622.55,"3,715.58",1,0,PFES26045549
9/6/2026,Tuesday,ROHI SWEETS  And  BAKERS,GT,Bakery,MINI MEALS,KNORR,CARB-BASED MINI MEALS,KNORR BLCK NOODLES CHATPATA,KNORR BLK NODLS CHAT AWR NG-25 72X45G,0.00324,"2,811.84",-56.24,623.04,"3,378.65",1,0,PFES26045549
9/6/2026,Tuesday,ROHI SWEETS  And  BAKERS,GT,Bakery,MINI MEALS,KNORR,CARB-BASED MINI MEALS,KNORR BLCK NOODLES CHATPATA,KNORR BLK NODLS CHAT AWR NG-25 18X180G,0.00324,"2,600.95",-39.01,579.25,"3,141.19",1,0,PFES26045549
9/6/2026,Tuesday,ROHI SWEETS  And  BAKERS,GT,Bakery,MINI MEALS,KNORR,CARB-BASED MINI MEALS,KNORR BLCK NOODLES CHATPATA,KNORR BLK NODLS CHAT AWR NG-25 12X270G,0.00324,"2,577.52",-38.66,574.04,"3,112.89",1,0,PFES26045549
9/6/2026,Tuesday,ROHI SWEETS  And  BAKERS,GT,Bakery,MINI MEALS,KNORR,CARB-BASED MINI MEALS,KNORR BLCK NOODLES CHATPATA,KNORR CHATTPATTA NOODLES 72X31.5G,0.002268,"1,968.29",-49.21,433.9,"2,352.99",1,0,PFES26045549
9/6/2026,Tuesday,ROHI SWEETS  And  BAKERS,GT,Bakery,MINI MEALS,KNORR,CARB-BASED MINI MEALS,KNORR BLCK NOODLES CHICKEN,KNORR NDLES FULLMEAL CHK PI25 40X110G,0.0044,"3,093.03",0,699.33,"3,792.36",1,0,PFES26045549
9/6/2026,Tuesday,ROHI SWEETS  And  BAKERS,GT,Bakery,MINI MEALS,KNORR,CARB-BASED MINI MEALS,KNORR BLCK NOODLES CHICKEN,KNORR CHICKEN NOODLES 72X31.5G,0.002268,"1,968.29",-49.21,433.9,"2,352.99",1,0,PFES26045549
9/6/2026,Tuesday,ROHI SWEETS  And  BAKERS,GT,Bakery,MINI MEALS,KNORR,CARB-BASED MINI MEALS,KNORR BLCK NOODLES CHICKEN,KNORR BLK NODLS CHK AWR NG-25 72X45G,0.00324,"2,811.84",-56.24,623.04,"3,378.65",1,0,PFES26045549
9/6/2026,Tuesday,ROHI SWEETS  And  BAKERS,GT,Bakery,MINI MEALS,KNORR,CARB-BASED MINI MEALS,KNORR BLOCK NOODLES BLAZING,KNORR NOODLES BLAZIN OG PI 40X110G,0.00198,"2,460.36",0,556.29,"3,016.65",0,18,PFES26045549
3/6/2026,Wednesday,USMAN G SWEET S  And  BAKER S,GT,Bakery,HAIR CARE,CLEAR MEN,WASH & CARE,CLEAR MALE SHAMPOO DEEP CLEANSE,CLEAR SHMP DEEP CLEANSE PI 24X185ML,0.000191,378.63,-22.72,78.28,434.19,0,1,PFES26043877
3/6/2026,Wednesday,USMAN G SWEET S  And  BAKER S,GT,Bakery,HAIR CARE,CLEAR MEN,WASH & CARE,CLEAR MALE SHAMPOO DEEP CLEANSE,CLEAR SHMP DEEP CLEANSE 12X380ML,0,0,0,0,0,0,0,PFES26043877
3/6/2026,Wednesday,USMAN G SWEET S  And  BAKER S,GT,Bakery,HAIR CARE,DOVE,WASH & CARE,DOVE SHAMPOO INTENSE REPAIR,DOVE SHMP INTNS RPR DYN W/O ACR 24X175ML,0.00018,393.41,-3.93,81.67,471.14,0,1,PFES26043877
3/6/2026,Wednesday,USMAN G SWEET S  And  BAKER S,GT,Bakery,HAIR CARE,LIFEBUOY,WASH & CARE,LIFEBUOY SHAMPOO ANTI DANDRUFF,LIFEBOUY SHMP ANTI DANDRUFF P2 24X175ML,0.00018,242.1,0,50.27,292.36,0,1,PFES26043877
3/6/2026,Wednesday,USMAN G SWEET S  And  BAKER S,GT,Bakery,HAIR CARE,LIFEBUOY,WASH & CARE,LIFEBUOY SHAMPOO ANTI DANDRUFF,LIFEBOUY SHMP ANTI DANDRUFF PI 12X370ML,0.000381,469.06,0,97.39,566.45,0,1,PFES26043877
3/6/2026,Wednesday,USMAN G SWEET S  And  BAKER S,GT,Bakery,HAIR CARE,LIFEBUOY,WASH & CARE,LIFEBUOY SHAMPOO NATURALLY LONG,LIFEBUOY SHP ICNC NT LNG SHP P2 24X175ML,0.00018,242.1,-2.42,50.26,289.93,0,1,PFES26043877
3/6/2026,Wednesday,USMAN G SWEET S  And  BAKER S,GT,Bakery,HAIR CARE,LIFEBUOY,WASH & CARE,LIFEBUOY SHAMPOO ONION,LIFEBUOY SHP ICNC ONIN SHMP P2 24X175ML,0.00018,242.1,-2.42,50.26,289.93,0,1,PFES26043877
3/6/2026,Wednesday,USMAN G SWEET S  And  BAKER S,GT,Bakery,HAIR CARE,SUNSILK,WASH & CARE,SUNSILK RRO COND BLACKSHINE,SUNSILK SUNRISE CND BS PS 24X180ML,0.000178,364.22,-3.64,75.39,435.96,0,1,PFES26043877
3/6/2026,Wednesday,USMAN G SWEET S  And  BAKER S,GT,Bakery,HAIR CARE,SUNSILK,WASH & CARE,SUNSILK SHAMPOO BLACK SHINE,SUNSILK SUNRISE SHP BS PS 24X185ML,0.000381,682.91,-6.83,141.35,817.43,0,2,PFES26043877
3/6/2026,Wednesday,USMAN G SWEET S  And  BAKER S,GT,Bakery,HAIR CARE,SUNSILK,WASH & CARE,SUNSILK SHAMPOO BLACK SHINE,SUNSILK SUNRISE SHP BS PS 12X360ML,0.000742,"1,138.18",-11.38,235.59,"1,362.39",0,2,PFES26043877
3/6/2026,Wednesday,USMAN G SWEET S  And  BAKER S,GT,Bakery,HAIR CARE,SUNSILK,WASH & CARE,SUNSILK SHAMPOO THICK & LONG,SUNSILK SUNRISE SHP T&L PO 24X185ML,0.000191,302.76,-3.03,62.67,362.4,0,1,PFES26043877
3/6/2026,Wednesday,USMAN G SWEET S  And  BAKER S,GT,Bakery,HAIR CARE,TRESEMME,WASH & CARE,TRESEMME RRO COND KERATIN SMOOTH,TRESEMME RRO CND KRTN SMTH OCN 24X160ML,0.000158,401.53,-4.02,87.84,485.36,0,1,PFES26043877
3/6/2026,Wednesday,USMAN G SWEET S  And  BAKER S,GT,Bakery,HAIR CARE,TRESEMME,WASH & CARE,TRESEMME SHAMPOO LAMELLAR,TRESEMME SHP LMELLR P1 24X170ML,0.000175,394.36,-3.94,86.27,476.69,0,1,PFES26043877
3/6/2026,Wednesday,USMAN G SWEET S  And  BAKER S,GT,Bakery,CONDIMENTS,KNORR,KETCHUP,KNORR KETCHUP TOMATO,KNORR KETCHUP TOMATO CP11 24X400G,0.0004,183.55,0,41.5,225.05,0,1,PFES26043877
3/6/2026,Wednesday,USMAN G SWEET S  And  BAKER S,GT,Bakery,CONDIMENTS,KNORR,OTHER CONDIMENTS,KNORR SALSA SAUCES CHILLI GARLIC,KNORR CHILLI GARLIC PI9 24X400G,0.0004,199.17,0,45.03,244.2,0,1,PFES26043877
3/6/2026,Wednesday,USMAN G SWEET S  And  BAKER S,GT,Bakery,MINI MEALS,KNORR,CARB-BASED MINI MEALS,KNORR BLCK NOODLES CHATPATA,KNORR BLK NODLS CHAT AWR NG-25 72X45G,0.00162,"1,405.92",-28.12,311.52,"1,689.32",0,36,PFES26043877
3/6/2026,Wednesday,USMAN G SWEET S  And  BAKER S,GT,Bakery,MINI MEALS,KNORR,CARB-BASED MINI MEALS,KNORR BLCK NOODLES CHICKEN,KNORR BLK NODLS CHK AWR NG-25 72X45G,0.00162,"1,405.92",-28.12,311.52,"1,689.32",0,36,PFES26043877
3/6/2026,Wednesday,USMAN G SWEET S  And  BAKER S,GT,Bakery,OTHER FOODS,RAFHAN,DESSERTS,RAFHAN AMBIENT DESSERTS SBERRY CUSTARD,RAFHAN AMB DSRT SBERRY CSTRD PI7 36X275G,0.00055,343.67,-8.59,75.76,410.84,0,2,PFES26043877
